"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input._id","text","labels","Approve","Reject"
"3A520CCNX7504C412V5SUU29XN7AEC","3M6I6ITMWU07OD51POXBYSRKCL0QDC","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Thu Jul 18 11:48:24 PDT 2024","2","BatchId:5241023;OriginalHitTemplateId:928390912;","3600","259200","Thu Jul 25 11:48:24 PDT 2024","","","3QECW5O0K268997BNW88APHFH7ET58","AXRXLB8QUZ0HJ","Approved","Thu Jul 18 11:50:34 PDT 2024","Thu Jul 18 11:56:50 PDT 2024","Sun Jul 21 11:56:50 PDT 2024","Thu Jul 18 12:54:15 PDT 2024","","","376","100% (30/30)","100% (30/30)","100% (30/30)","63c6dfcf194f73dec4c96881","Yeah, we're back up to pre vaccination rates, so it went to no one. And OB requires all patients to be vaccinated now. Too many anti vax liars who spread COVID to a vulnerable population. ","[""Not about vaccines""]"
"3A520CCNX7504C412V5SUU29XN7AEC","3M6I6ITMWU07OD51POXBYSRKCL0QDC","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Thu Jul 18 11:48:24 PDT 2024","2","BatchId:5241023;OriginalHitTemplateId:928390912;","3600","259200","Thu Jul 25 11:48:24 PDT 2024","","","33LK57MYLEA51NEL5KAYPOSOGNJSZ0","A2VJD5KEVWXPKM","Submitted","Thu Jul 18 12:56:48 PDT 2024","Thu Jul 18 13:00:27 PDT 2024","Sun Jul 21 13:00:27 PDT 2024","","","","219","100% (44/44)","100% (44/44)","100% (44/44)","63c6dfcf194f73dec4c96881","Yeah, we're back up to pre vaccination rates, so it went to no one. And OB requires all patients to be vaccinated now. Too many anti vax liars who spread COVID to a vulnerable population. ","[""Vaccinated/planning to vaccinate""]"
"3FJ2RVH26JBU4DIGH5WRWYI0U2Z29N","3M6I6ITMWU07OD51POXBYSRKCL0QDC","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Thu Jul 18 11:48:23 PDT 2024","2","BatchId:5241023;OriginalHitTemplateId:928390912;","3600","259200","Thu Jul 25 11:48:23 PDT 2024","","","3UOUJI6MTYJWB56AT7HD74U1TK7XUP","A2VJD5KEVWXPKM","Submitted","Thu Jul 18 13:02:26 PDT 2024","Thu Jul 18 13:05:42 PDT 2024","Sun Jul 21 13:05:42 PDT 2024","","","","196","100% (44/44)","100% (44/44)","100% (44/44)","63c6e0c5194f73dec4e22abc","Polio, rabies, rubella, chicken pox, hepatitis, mumps, measles and rotavirus are all viruses that have highly effective vaccines. You absolutely can vaccinate against viruses. Please stop spreading misinformation.  ","[""No information about the author’s vaccine intentions""]"
"3FJ2RVH26JBU4DIGH5WRWYI0U2Z29N","3M6I6ITMWU07OD51POXBYSRKCL0QDC","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Thu Jul 18 11:48:23 PDT 2024","2","BatchId:5241023;OriginalHitTemplateId:928390912;","3600","259200","Thu Jul 25 11:48:23 PDT 2024","","","38JBBYETQ9FOO7LEJW036BB0E25E49","AXRXLB8QUZ0HJ","Submitted","Thu Jul 18 16:16:52 PDT 2024","Thu Jul 18 16:17:43 PDT 2024","Sun Jul 21 16:17:43 PDT 2024","","","","51","100% (30/30)","100% (30/30)","100% (30/30)","63c6e0c5194f73dec4e22abc","Polio, rabies, rubella, chicken pox, hepatitis, mumps, measles and rotavirus are all viruses that have highly effective vaccines. You absolutely can vaccinate against viruses. Please stop spreading misinformation.  ","[""Vaccinated/planning to vaccinate""]"
"3FI30CQHW4O1A7GE2RMQDHU2Y74B6N","3M6I6ITMWU07OD51POXBYSRKCL0QDC","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Thu Jul 18 11:48:32 PDT 2024","2","BatchId:5241023;OriginalHitTemplateId:928390912;","3600","259200","Thu Jul 25 11:48:32 PDT 2024","","","3IQ1VMJRYEPMV0AEKMU8R0WPFEW9AE","A2VJD5KEVWXPKM","Submitted","Thu Jul 18 13:48:46 PDT 2024","Thu Jul 18 13:50:59 PDT 2024","Sun Jul 21 13:50:59 PDT 2024","","","","133","100% (44/44)","100% (44/44)","100% (44/44)","63c6f5a5533170c4626a9a11","I got roto before there was a vaccine when my oldest picked it up at daycare. I was hospitalized with it. Sickest I have ever been! I would avoid kissing and sanitize like crazy. ","[""No information about the author’s vaccine intentions""]"
"3FI30CQHW4O1A7GE2RMQDHU2Y74B6N","3M6I6ITMWU07OD51POXBYSRKCL0QDC","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Thu Jul 18 11:48:32 PDT 2024","2","BatchId:5241023;OriginalHitTemplateId:928390912;","3600","259200","Thu Jul 25 11:48:32 PDT 2024","","","3IQ1VMJRYEPMV0AEKMU8R0WPFE19AJ","AXRXLB8QUZ0HJ","Submitted","Thu Jul 18 14:15:57 PDT 2024","Thu Jul 18 14:17:53 PDT 2024","Sun Jul 21 14:17:53 PDT 2024","","","","116","100% (30/30)","100% (30/30)","100% (30/30)","63c6f5a5533170c4626a9a11","I got roto before there was a vaccine when my oldest picked it up at daycare. I was hospitalized with it. Sickest I have ever been! I would avoid kissing and sanitize like crazy. ","[""Not vaccinated/not planning to vaccinate""]"
"30Z7M1Q8VIPJVBUAPSJS2K6NMK9A8D","3M6I6ITMWU07OD51POXBYSRKCL0QDC","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Thu Jul 18 11:48:23 PDT 2024","2","BatchId:5241023;OriginalHitTemplateId:928390912;","3600","259200","Thu Jul 25 11:48:23 PDT 2024","","","358010RM5ZYWOKVAYXRI3QWK7SBXVB","AXRXLB8QUZ0HJ","Submitted","Thu Jul 18 16:06:36 PDT 2024","Thu Jul 18 16:07:04 PDT 2024","Sun Jul 21 16:07:04 PDT 2024","","","","28","100% (30/30)","100% (30/30)","100% (30/30)","ladybugcos_first-appointment_124","If you have a CVS Minute Clinic near you they generally carry the 6 mos + flu vaccine, as do most County health departments.","[""Not vaccinated/not planning to vaccinate""]"
"30Z7M1Q8VIPJVBUAPSJS2K6NMK9A8D","3M6I6ITMWU07OD51POXBYSRKCL0QDC","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Thu Jul 18 11:48:23 PDT 2024","2","BatchId:5241023;OriginalHitTemplateId:928390912;","3600","259200","Thu Jul 25 11:48:23 PDT 2024","","","3ZQIG0FLQZLHZKQKOSVW17IDYQBVWM","A2VJD5KEVWXPKM","Submitted","Thu Jul 18 16:52:44 PDT 2024","Thu Jul 18 16:57:27 PDT 2024","Sun Jul 21 16:57:27 PDT 2024","","","","283","100% (44/44)","100% (44/44)","100% (44/44)","ladybugcos_first-appointment_124","If you have a CVS Minute Clinic near you they generally carry the 6 mos + flu vaccine, as do most County health departments.","[""No information about the author’s vaccine intentions""]"
"386T3MLZM70NUYWSXQMZDEUADYX80K","3M6I6ITMWU07OD51POXBYSRKCL0QDC","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Thu Jul 18 11:48:23 PDT 2024","2","BatchId:5241023;OriginalHitTemplateId:928390912;","3600","259200","Thu Jul 25 11:48:23 PDT 2024","","","3G0WWMR1UGPZ7ILPASAZZ16EOLUQNW","A2VJD5KEVWXPKM","Submitted","Thu Jul 18 13:17:56 PDT 2024","Thu Jul 18 13:20:41 PDT 2024","Sun Jul 21 13:20:41 PDT 2024","","","","165","100% (44/44)","100% (44/44)","100% (44/44)","63c6df78194f73dec4c0c074","Omg what? This happened with the polio and swine flu vaccines. And here’s 396 pages of drugs recalled by the FDA after they were approved. Stop spreading misinformation lolol\n\nhttps://www.fda.gov/drugs/drug-safety-and-availability/drug-recalls","[""No information about the author’s vaccine intentions""]"
"386T3MLZM70NUYWSXQMZDEUADYX80K","3M6I6ITMWU07OD51POXBYSRKCL0QDC","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Thu Jul 18 11:48:23 PDT 2024","2","BatchId:5241023;OriginalHitTemplateId:928390912;","3600","259200","Thu Jul 25 11:48:23 PDT 2024","","","33TIN5LC0PFNRI8H0S8OUMEWI6K9YB","AXRXLB8QUZ0HJ","Submitted","Thu Jul 18 15:44:40 PDT 2024","Thu Jul 18 15:45:43 PDT 2024","Sun Jul 21 15:45:43 PDT 2024","","","","63","100% (30/30)","100% (30/30)","100% (30/30)","63c6df78194f73dec4c0c074","Omg what? This happened with the polio and swine flu vaccines. And here’s 396 pages of drugs recalled by the FDA after they were approved. Stop spreading misinformation lolol\n\nhttps://www.fda.gov/drugs/drug-safety-and-availability/drug-recalls","[""No information about the author’s vaccine intentions""]"
